Біграма,Частота без перетину
то,0.02219220779220779
не,0.0153291280148423
на,0.015023376623376623
но,0.014429684601113173
ст,0.014263450834879406
по,0.013904267161410019
ко,0.01287717996289425
ов,0.011775881261595548
ни,0.01138404452690167
го,0.011315769944341372
ра,0.011182189239332096
ро,0.010736920222634509
ал,0.010446011131725417
ка,0.010342115027829314
пр,0.010095732838589982
ен,0.009876066790352505
он,0.009867161410018553
от,0.009801855287569574
ть,0.009766233766233767
во,0.00941595547309833
те,0.008914285714285715
ос,0.008745083487940631
та,0.008688682745825602
ер,0.008661966604823748
ол,0.008656029684601113
ет,0.008575881261595548
ва,0.008516512059369203
ел,0.008264192949907236
ла,0.008207792207792207
ак,0.008175139146567718
ли,0.008100927643784787
ло,0.008071243042671613
ри,0.007765491651205937
ре,0.0077001855287569575
да,0.007655658627087198
ом,0.007477551020408164
ве,0.007379591836734694
ор,0.007174768089053803
ил,0.007142115027829314
од,0.007067903525046383
ль,0.00690760667903525
ас,0.006892764378478664
се,0.006705751391465677
за,0.0066671614100185525
же,0.0065959183673469386
ес,0.006569202226345084
ат,0.00655139146567718
чт,0.006438589981447125
ит,0.006417810760667903
ем,0.006296103896103896
де,0.006260482374768089
ог,0.006218923933209648
ме,0.00584786641929499
че,0.00579443413729128
до,0.0056371057513914654
мо,0.005583673469387755
ле,0.005571799628942486
бы,0.005503525046382189
вс,0.005316512059369202
ся,0.005274953617810761
ск,0.005263079777365492
об,0.00525417439703154
ам,0.005055287569573284
аз,0.005040445269016698
ег,0.004987012987012987
ти,0.00483265306122449
ви,0.004791094619666049
ан,0.004785157699443414
сь,0.004482374768089054
тр,0.00446456400742115
ин,0.004408163265306122
ма,0.00437847866419295
пе,0.004333951762523191
ми,0.0042448979591836735
ну,0.00422708719851577
ой,0.00414100185528757
ед,0.004120222634508348
со,0.004102411873840446
эт,0.00407569573283859
ав,0.004054916512059369
сл,0.0040430426716141004
вы,0.004004452690166976
ны,0.003841187384044527
ча,0.003784786641929499
им,0.003666048237476809
ру,0.0036452690166975882
ив,0.0036185528756957326
ик,0.0035294990723562154
ди,0.0034760667903525047
нн,0.003431539888682746
хо,0.003395918367346939
оч,0.0033721706864564007
му,0.0032653061224489797
ьн,0.0032089053803339516
ше,0.0032
тв,0.0031703153988868276
ож,0.003107977736549165
ей,0.003099072356215213
ду,0.0030159554730983303
бе,0.0029981447124304266
уд,0.0029803339517625233
ки,0.0029476808905380333
бо,0.0029387755102040815
ая,0.002885343228200371
др,0.0028586270871985156
ыл,0.002846753246753247
ис,0.002825974025974026
дн,0.002775510204081633
ня,0.0027161410018552877
ад,0.002686456400742115
уж,0.00262708719851577
зн,0.0026122448979591837
ар,0.002603339517625232
ие,0.0025736549165120593
ту,0.002532096474953618
ее,0.0025291280148423004
са,0.0025291280148423004
ид,0.002520222634508349
сп,0.002514285714285714
ое,0.0025024118738404453
их,0.0024667903525046383
ят,0.0024489795918367346
аж,0.0024430426716141
ок,0.0024014842300556587
мн,0.002392578849721707
из,0.0023866419294990724
чи,0.0023688311688311687
ут,0.0022589981447124303
вн,0.002253061224489796
лу,0.002244155844155844
ич,0.0022263450834879408
ул,0.0022204081632653063
кр,0.0022204081632653063
лс,0.0022144712430426715
уг,0.00220556586270872
ум,0.0021877551020408163
си,0.0021343228200371056
ты,0.0020987012987012986
св,0.002069016697588126
ши,0.002066048237476809
ще,0.002042300556586271
оп,0.001997773654916512
ьк,0.0019888682745825602
еб,0.0019680890538033395
бу,0.0019532467532467532
нь,0.0019473098330241188
гл,0.0018790352504638218
ля,0.0018730983302411874
жи,0.001867161410018553
ае,0.0018166975881261595
ый,0.001810760667903525
жа,0.0018077922077922078
еч,0.0018048237476808906
ез,0.0017959183673469388
бр,0.001763265306122449
ку,0.0017543599257884971
ек,0.0016890538033395176
тн,0.0016831168831168831
ев,0.0016742115027829313
см,0.001659369202226345
еп,0.0016564007421150278
ия,0.001611873840445269
тс,0.0016059369202226345
дь,0.0015970315398886826
гд,0.0015910946196660482
рь,0.0014901669758812617
ус,0.0014693877551020407
га,0.0014545454545454545
еш,0.0014426716141001856
ах,0.001424860853432282
ош,0.0014159554730983303
ач,0.0013981447124304268
ря,0.0013951762523191095
ещ,0.0013922077922077921
оз,0.0013803339517625233
ий,0.0013743970315398886
аш,0.0013625231910946198
ир,0.0013387755102040816
сн,0.001317996289424861
ай,0.001317996289424861
мы,0.001309090909090909
ьс,0.0013061224489795918
зв,0.0013031539888682746
дв,0.0013031539888682746
аю,0.0012883116883116883
ша,0.0012823747680890537
ял,0.0012556586270871986
ры,0.0012526901669758814
ым,0.0012348794063079776
вд,0.0012319109461966604
чн,0.0012289424860853432
па,0.0012230055658627088
пи,0.0011992578849721706
би,0.001169573283858998
ых,0.0011666048237476809
уч,0.0011636363636363637
еж,0.0011576994434137292
ап,0.0011487940630797774
уб,0.0011487940630797774
це,0.001142857142857143
иц,0.0011369202226345083
пу,0.0011250463821892392
ыв,0.0011191094619666048
ыт,0.0010894248608534322
жд,0.0010805194805194806
лю,0.001074582560296846
жн,0.001074582560296846
зд,0.001074582560296846
су,0.0010478664192949908
ые,0.0010478664192949908
ую,0.0010448979591836734
яс,0.0010419294990723562
бл,0.0010063079777365492
ув,0.0010063079777365492
иб,0.0010003710575139148
ук,0.0009974025974025973
пл,0.0009974025974025973
рн,0.000991465677179963
иш,0.0009795918367346938
зу,0.0009795918367346938
ыс,0.0009736549165120594
аг,0.0009617810760667903
кт,0.0009499072356215214
шь,0.000946938775510204
рт,0.0009439703153988868
чу,0.0009410018552875696
уп,0.0009410018552875696
сс,0.0009350649350649351
бя,0.0009291280148423006
оя,0.0009291280148423006
вш,0.0009261595547309833
ян,0.0009083487940630797
пя,0.000899443413729128
лы,0.000899443413729128
уш,0.0008964749536178108
ву,0.000887569573283859
ба,0.0008846011131725417
кн,0.0008727272727272727
ои,0.0008727272727272727
ии,0.000863821892393321
ою,0.0008519480519480519
шл,0.0008341372912801484
дл,0.0008311688311688312
щи,0.0008192949907235621
ун,0.0008014842300556586
хи,0.0007985157699443413
кл,0.0007925788497217069
ех,0.0007925788497217069
чк,0.0007807050092764378
вз,0.0007717996289424861
ги,0.0007658627087198515
гр,0.0007599257884972171
иг,0.0007569573283858998
ца,0.0007539888682745826
йт,0.0007510204081632653
зо,0.000748051948051948
яд,0.0007421150278293135
аб,0.0007391465677179963
вр,0.0007391465677179963
вл,0.0007272727272727272
ды,0.000700556586270872
ох,0.0006857142857142857
ыш,0.0006857142857142857
йс,0.0006589981447124305
зя,0.0006560296846011131
дя,0.0006560296846011131
гу,0.0006382189239332096
ье,0.0006322820037105751
ья,0.0006322820037105751
шк,0.0006263450834879407
тя,0.0006204081632653061
ур,0.0006144712430426716
ха,0.0005996289424860853
шн,0.000584786641929499
ух,0.0005788497217068646
ща,0.0005640074211502783
ке,0.000561038961038961
мя,0.0005551020408163266
зг,0.000537291280148423
вп,0.0005343228200371058
йн,0.0005313543599257886
нт,0.0005313543599257886
рв,0.0005313543599257886
ям,0.0005165120593692023
сч,0.0005165120593692023
тк,0.0005165120593692023
ьм,0.0005046382189239332
ец,0.000501669758812616
хе,0.00048385899814471243
зи,0.00048089053803339517
ью,0.0004779220779220779
тч,0.0004749536178107607
лж,0.0004719851576994434
рф,0.00046307977736549167
ют,0.00045714285714285713
ию,0.00045417439703153987
юд,0.00044230055658627085
рд,0.00044230055658627085
йд,0.00043636363636363637
юб,0.00043042671614100183
яв,0.00043042671614100183
дц,0.0004274582560296846
фи,0.00041261595547309834
дс,0.0004066790352504638
жу,0.0004066790352504638
лк,0.0004066790352504638
гн,0.0004007421150278293
ео,0.0004007421150278293
ущ,0.00039777365491651205
ьш,0.00039777365491651205
зл,0.00039777365491651205
кс,0.00039777365491651205
дт,0.00038589981447124304
зы,0.00038589981447124304
оо,0.00038293135435992577
нк,0.00037996289424860856
рм,0.0003769944341372913
ею,0.0003769944341372913
сю,0.00037105751391465676
рш,0.00036808905380333954
пы,0.00036808905380333954
рж,0.0003651205936920223
ьт,0.0003651205936920223
ащ,0.00035918367346938774
кв,0.00035918367346938774
нс,0.00035918367346938774
фа,0.00035324675324675326
лч,0.0003443413729128015
нд,0.0003443413729128015
ио,0.0003443413729128015
лн,0.00034137291280148424
уз,0.000338404452690167
чь,0.000338404452690167
зр,0.0003354359925788497
уй,0.0003354359925788497
ощ,0.00033246753246753244
йл,0.00032949907235621523
бн,0.00032949907235621523
нч,0.00032653061224489796
ип,0.0003235621521335807
иж,0.0003176252319109462
ыр,0.0003176252319109462
вт,0.00031465677179962894
ню,0.0003116883116883117
цу,0.0003057513914656772
рк,0.00030278293135435993
цо,0.00030278293135435993
вя,0.00030278293135435993
сд,0.00030278293135435993
шу,0.00029981447124304266
тл,0.00029981447124304266
юс,0.00029981447124304266
вч,0.0002938775510204082
йч,0.0002938775510204082
уе,0.0002909090909090909
дк,0.0002909090909090909
ея,0.00028794063079777365
йш,0.00028794063079777365
зе,0.0002849721706864564
ын,0.00028200371057513916
бс,0.0002790352504638219
зм,0.0002790352504638219
ыч,0.0002790352504638219
сы,0.00027606679035250463
рю,0.00027606679035250463
яз,0.00027309833024118736
ге,0.00027012987012987015
оф,0.0002671614100185529
ях,0.0002641929499072356
ющ,0.0002641929499072356
сх,0.0002641929499072356
шо,0.00026122448979591835
як,0.00025825602968460113
вь,0.0002523191094619666
ъя,0.00024935064935064933
хн,0.00024341372912801485
хв,0.00024044526901669758
чш,0.00023747680890538034
бщ,0.00023747680890538034
еу,0.00023747680890538034
ыб,0.00023450834879406307
рг,0.00022857142857142857
ср,0.00022560296846011133
щу,0.00022263450834879406
нц,0.00022263450834879406
яч,0.00022263450834879406
ыд,0.00022263450834879406
мт,0.00021966604823747682
ху,0.00021669758812615955
цы,0.00021669758812615955
ык,0.0002137291280148423
ьх,0.0002137291280148423
лг,0.00021076066790352504
ьи,0.0002077922077922078
ьг,0.00020482374768089054
бъ,0.00020482374768089054
ьз,0.00020482374768089054
бк,0.0002018552875695733
пь,0.00019888682745825603
аи,0.00019888682745825603
хл,0.00018404452690166977
зб,0.00018404452690166977
ищ,0.0001810760667903525
йк,0.00017810760667903526
рб,0.000175139146567718
оу,0.000175139146567718
ыг,0.000175139146567718
лт,0.000175139146567718
фу,0.00017217068645640076
вм,0.00017217068645640076
зк,0.00017217068645640076
ып,0.0001692022263450835
еи,0.0001692022263450835
юч,0.00016623376623376622
ци,0.00016623376623376622
рс,0.00016623376623376622
зь,0.00016326530612244898
ящ,0.0001602968460111317
вк,0.00015732838589981447
фь,0.0001543599257884972
рп,0.0001543599257884972
жк,0.00015139146567717996
мс,0.00015139146567717996
яж,0.0001484230055658627
мл,0.0001424860853432282
яр,0.0001424860853432282
яя,0.0001424860853432282
яю,0.00013951762523191095
яй,0.00013951762523191095
фо,0.00013654916512059368
чр,0.00013358070500927644
мк,0.00013061224489795917
пн,0.00013061224489795917
ьч,0.00012764378478664193
хр,0.00012467532467532467
тд,0.00012467532467532467
оц,0.00012170686456400743
хм,0.00012170686456400743
дп,0.00011873840445269017
фр,0.00011873840445269017
сб,0.00011873840445269017
ьб,0.00011873840445269017
тт,0.00011873840445269017
мь,0.00011873840445269017
иа,0.00011873840445269017
тю,0.00011576994434137292
мг,0.00011576994434137292
пт,0.00011576994434137292
вх,0.00011280148423005566
чо,0.00011280148423005566
дш,0.00011280148423005566
нщ,0.00011280148423005566
пк,0.00011280148423005566
сё,0.00010983302411873841
яц,0.00010686456400742116
тп,0.00010686456400742116
мр,0.0001038961038961039
юш,0.00010092764378478665
яе,0.00010092764378478665
рч,9.79591836734694e-05
яп,9.79591836734694e-05
тц,9.79591836734694e-05
сш,9.79591836734694e-05
рл,9.499072356215214e-05
дм,9.499072356215214e-05
ьц,9.499072356215214e-05
рх,9.499072356215214e-05
лп,9.202226345083489e-05
рз,9.202226345083489e-05
щн,9.202226345083489e-05
юр,9.202226345083489e-05
жь,8.905380333951763e-05
ау,8.905380333951763e-05
нр,8.608534322820038e-05
хт,8.311688311688311e-05
аф,8.311688311688311e-05
зж,8.014842300556586e-05
гк,8.014842300556586e-05
яг,8.014842300556586e-05
бь,7.71799628942486e-05
фе,7.421150278293135e-05
бв,7.421150278293135e-05
бх,7.421150278293135e-05
уя,7.421150278293135e-05
ьв,7.421150278293135e-05
дч,7.421150278293135e-05
дх,7.421150278293135e-05
юм,7.12430426716141e-05
йм,6.827458256029684e-05
сц,6.827458256029684e-05
лл,6.827458256029684e-05
ыз,6.530612244897959e-05
мп,6.530612244897959e-05
шт,6.530612244897959e-05
щь,6.530612244897959e-05
юю,6.530612244897959e-05
зъ,6.233766233766233e-05
мч,6.233766233766233e-05
ац,6.233766233766233e-05
юн,5.9369202226345086e-05
гч,5.9369202226345086e-05
эк,5.9369202226345086e-05
дд,5.9369202226345086e-05
эх,5.9369202226345086e-05
нф,5.640074211502783e-05
гм,5.343228200371058e-05
нг,5.343228200371058e-05
ьд,5.343228200371058e-05
ао,5.343228200371058e-05
цв,5.343228200371058e-05
йц,5.343228200371058e-05
бм,5.0463821892393324e-05
мм,5.0463821892393324e-05
пп,4.749536178107607e-05
вв,4.749536178107607e-05
зз,4.749536178107607e-05
тм,4.749536178107607e-05
ьщ,4.749536178107607e-05
уа,4.749536178107607e-05
эн,4.749536178107607e-05
аа,4.749536178107607e-05
кх,4.4526901669758816e-05
сг,4.4526901669758816e-05
ьо,4.4526901669758816e-05
лд,4.4526901669758816e-05
дж,4.4526901669758816e-05
сж,4.1558441558441555e-05
лб,3.85899814471243e-05
яи,3.85899814471243e-05
хс,3.85899814471243e-05
зч,3.562152133580705e-05
жб,3.562152133580705e-05
бд,3.562152133580705e-05
ыж,3.562152133580705e-05
пч,3.562152133580705e-05
ьр,3.562152133580705e-05
пс,3.562152133580705e-05
ъе,3.265306122448979e-05
вг,3.265306122448979e-05
тщ,3.265306122448979e-05
уо,3.265306122448979e-05
фы,3.265306122448979e-05
юк,3.265306122448979e-05
цк,3.265306122448979e-05
дз,2.9684601113172543e-05
рр,2.9684601113172543e-05
жл,2.9684601113172543e-05
тз,2.671614100185529e-05
йб,2.671614100185529e-05
эй,2.671614100185529e-05
яо,2.671614100185529e-05
гс,2.671614100185529e-05
съ,2.671614100185529e-05
яш,2.3747680890538035e-05
йо,2.3747680890538035e-05
иу,2.3747680890538035e-05
вц,2.3747680890538035e-05
хш,2.3747680890538035e-05
зп,2.3747680890538035e-05
дб,2.3747680890538035e-05
тг,2.3747680890538035e-05
лв,2.3747680890538035e-05
рц,2.0779220779220778e-05
уф,2.0779220779220778e-05
бш,2.0779220779220778e-05
бч,2.0779220779220778e-05
гт,2.0779220779220778e-05
иф,2.0779220779220778e-05
жо,2.0779220779220778e-05
еф,2.0779220779220778e-05
рщ,2.0779220779220778e-05
ьф,2.0779220779220778e-05
лм,2.0779220779220778e-05
кк,2.0779220779220778e-05
нб,2.0779220779220778e-05
ээ,2.0779220779220778e-05
ыщ,1.7810760667903524e-05
фф,1.7810760667903524e-05
нз,1.7810760667903524e-05
жж,1.7810760667903524e-05
дю,1.7810760667903524e-05
тш,1.7810760667903524e-05
тх,1.7810760667903524e-05
кш,1.7810760667903524e-05
мб,1.7810760667903524e-05
тъ,1.7810760667903524e-05
еа,1.7810760667903524e-05
кз,1.4842300556586271e-05
эф,1.4842300556586271e-05
оа,1.4842300556586271e-05
мд,1.4842300556586271e-05
сз,1.4842300556586271e-05
мф,1.4842300556586271e-05
яб,1.4842300556586271e-05
гв,1.4842300556586271e-05
шм,1.4842300556586271e-05
юж,1.4842300556586271e-05
пц,1.4842300556586271e-05
юо,1.4842300556586271e-05
зш,1.1873840445269017e-05
бю,1.1873840445269017e-05
пш,1.1873840445269017e-05
уи,1.1873840445269017e-05
фл,1.1873840445269017e-05
юв,1.1873840445269017e-05
юз,1.1873840445269017e-05
ыо,1.1873840445269017e-05
дг,1.1873840445269017e-05
иэ,1.1873840445269017e-05
зс,1.1873840445269017e-05
кж,1.1873840445269017e-05
нв,1.1873840445269017e-05
ьп,1.1873840445269017e-05
гж,1.1873840445269017e-05
эд,1.1873840445269017e-05
чл,1.1873840445269017e-05
фт,8.905380333951762e-06
тэ,8.905380333951762e-06
мш,8.905380333951762e-06
мц,8.905380333951762e-06
жг,8.905380333951762e-06
йг,8.905380333951762e-06
аэ,8.905380333951762e-06
эс,8.905380333951762e-06
жс,8.905380333951762e-06
юи,8.905380333951762e-06
лр,8.905380333951762e-06
въ,8.905380333951762e-06
йп,8.905380333951762e-06
юл,8.905380333951762e-06
юх,8.905380333951762e-06
фм,8.905380333951762e-06
лз,8.905380333951762e-06
зт,8.905380333951762e-06
сф,8.905380333951762e-06
нш,8.905380333951762e-06
тб,8.905380333951762e-06
шв,8.905380333951762e-06
уц,8.905380333951762e-06
кп,8.905380333951762e-06
мв,8.905380333951762e-06
кц,8.905380333951762e-06
юп,5.936920222634509e-06
юг,5.936920222634509e-06
дё,5.936920222634509e-06
уэ,5.936920222634509e-06
жч,5.936920222634509e-06
вй,5.936920222634509e-06
эп,5.936920222634509e-06
мю,5.936920222634509e-06
щр,5.936920222634509e-06
яэ,5.936920222634509e-06
йр,5.936920222634509e-06
вб,5.936920222634509e-06
цт,5.936920222634509e-06
км,5.936920222634509e-06
уу,5.936920222634509e-06
нх,5.936920222634509e-06
йи,5.936920222634509e-06
яа,5.936920222634509e-06
нж,5.936920222634509e-06
жм,5.936920222634509e-06
ыи,5.936920222634509e-06
жр,5.936920222634509e-06
ьу,5.936920222634509e-06
эг,2.9684601113172544e-06
вэ,2.9684601113172544e-06
хэ,2.9684601113172544e-06
йф,2.9684601113172544e-06
жт,2.9684601113172544e-06
яу,2.9684601113172544e-06
чс,2.9684601113172544e-06
эл,2.9684601113172544e-06
цм,2.9684601113172544e-06
фч,2.9684601113172544e-06
ьэ,2.9684601113172544e-06
цп,2.9684601113172544e-06
кд,2.9684601113172544e-06
бж,2.9684601113172544e-06
фс,2.9684601113172544e-06
чм,2.9684601113172544e-06
бц,2.9684601113172544e-06
кй,2.9684601113172544e-06
чч,2.9684601113172544e-06
хк,2.9684601113172544e-06
аё,2.9684601113172544e-06
йз,2.9684601113172544e-06
вю,2.9684601113172544e-06
рй,2.9684601113172544e-06
ыу,2.9684601113172544e-06
ыя,2.9684601113172544e-06
лф,2.9684601113172544e-06
хз,2.9684601113172544e-06
дщ,2.9684601113172544e-06
нп,2.9684601113172544e-06
хп,2.9684601113172544e-06
сщ,2.9684601113172544e-06
лщ,2.9684601113172544e-06
нй,2.9684601113172544e-06
ыа,2.9684601113172544e-06
йэ,2.9684601113172544e-06
оэ,2.9684601113172544e-06
зю,2.9684601113172544e-06
ёр,2.9684601113172544e-06
вщ,2.9684601113172544e-06
гз,2.9684601113172544e-06
ьл,2.9684601113172544e-06
еэ,2.9684601113172544e-06
чв,2.9684601113172544e-06
мх,2.9684601113172544e-06
ьа,2.9684601113172544e-06
нё,2.9684601113172544e-06
фк,2.9684601113172544e-06
