Біграма,Частота з перетином
то,0.018080679143573003
ов,0.012588024827272037
не,0.012234501936071673
на,0.012100447953837978
но,0.011899960139700858
ст,0.011629479538379773
по,0.01089040315845418
ко,0.010672120567914358
он,0.010376727279629488
от,0.009746792194973807
ен,0.009616297168020652
ни,0.00936005238782173
ос,0.009345816566699567
го,0.009228371042441728
ал,0.008832140687874877
ра,0.008778756358666769
ро,0.008599622276212892
ка,0.008287620529952168
пр,0.008008835699643155
ет,0.007940029230886037
ть,0.007925793409763876
во,0.007840378483030902
ак,0.007683784450687116
ер,0.007641076987320629
ес,0.0075058366866600865
ло,0.0074868555918305366
ас,0.0074821103181231495
ол,0.007356360564877382
те,0.007218747627363146
ом,0.007186717029838281
од,0.007144009566471794
ел,0.007064526231873054
ли,0.007032495634348189
та,0.007025377723787108
ва,0.006886578467846026
ла,0.00666948219573305
ор,0.006540173487206742
ри,0.006349176220484398
ат,0.006349176220484398
да,0.00620444537240908
ит,0.00616292422746944
ве,0.006149874724774125
ре,0.006114285171968719
ил,0.006090558803431782
ем,0.006072764027029079
ин,0.005763134917622048
ан,0.0057572033254878145
об,0.005650434667071597
ль,0.0055923050641561
за,0.005400121479006909
ог,0.005398935160580062
се,0.005326569736542404
же,0.005299284412724926
ав,0.005178279933186546
ив,0.005135572469820059
вс,0.005123709285551591
де,0.005111846101283122
мо,0.005073883911624022
чт,0.005027617492976995
ме,0.004843738136815732
ам,0.004842551818388885
ле,0.0048176391314251
че,0.004601729177738972
аз,0.004573257535494648
ис,0.004503264748310682
бы,0.004441576190114645
ти,0.004438017234834105
ск,0.00442496773213879
до,0.004395309771467618
ег,0.004368024447650141
ед,0.004346670715966897
ся,0.004319385392149419
оп,0.004252951560245995
ьн,0.004124829170146534
ви,0.004040600561840407
еп,0.0038911244400577027
ик,0.003843671702983828
ми,0.0038389264292764407
оч,0.0038306222002885124
тр,0.003785542100068332
ев,0.003739275681421304
сь,0.0036787734416521144
им,0.0036087806544681496
ма,0.0035826816490775186
ну,0.003530483638296257
со,0.003498453040771392
пе,0.003403547566623643
ой,0.0033810075165135525
нн,0.0033394863715739123
эт,0.0032991515450611192
сл,0.003290847316073191
вы,0.0032267861210234605
ад,0.0031698428365348114
тв,0.0031366259205830994
ид,0.0031306943284488647
ок,0.003086800546655531
ож,0.003078496317667603
ру,0.0030607015412649
ча,0.0030227393516058004
ны,0.0029800318882393134
хо,0.002892244324652646
му,0.002849536861286159
ди,0.0028447915875787714
ое,0.0028376736770176904
ап,0.0028008978057854376
ки,0.002783103029382735
ят,0.0027581903424189506
уд,0.002753445068711563
мн,0.002705992331637689
ая,0.0026846385999544455
еб,0.0026099005390630933
ар,0.0025932920810872373
бе,0.0025636341204160655
ше,0.0025505846177207503
ей,0.002543466707159669
из,0.002542280388732822
ее,0.0025149950649153443
вн,0.0024817781489636323
сп,0.0024675423278414698
ич,0.002456865461999848
ие,0.002449747551438767
бо,0.0024105990433528207
лс,0.0023868726748158832
ип,0.002380941082681649
ду,0.0023785684458279555
ьк,0.0023453515298762434
ои,0.0023323020271809277
ут,0.002329929390327234
дн,0.0023275567534735402
ыл,0.002313320932351378
оо,0.0023002714296560625
ум,0.002262309239996963
зн,0.002262309239996963
др,0.002261122921570116
уж,0.002245700782021107
ез,0.0022314649608989445
их,0.002229092324045251
ек,0.0022065522739351607
ня,0.0021970617265203857
ьс,0.002194689089666692
ян,0.0021721490395566014
ту,0.0021567269000075926
аж,0.002133000531470655
са,0.0020974109786652496
яс,0.002064194062713537
еч,0.0020547035152987626
ае,0.0020036918229443474
св,0.001975220180700023
тн,0.0019431895831751576
кр,0.001921835851491914
лу,0.00189692316452813
чи,0.001887432617113355
ус,0.0018755694328448866
си,0.001861333611722724
ач,0.0018601472932958773
тс,0.0018554020195884898
ул,0.001845911472173715
уг,0.0018435388353200213
оз,0.0018126945562220028
яв,0.0017948997798193
ии,0.0017616828638675878
ео,0.001701180624098398
аи,0.001684572166122542
ио,0.0016774542555614608
иб,0.0016703363450003795
ты,0.001667963708146686
ия,0.0016347467921949738
ля,0.00163237415534128
ще,0.0016311878369144332
еи,0.0016288152000607395
ши,0.001624069926353352
ув,0.001589666691974793
бу,0.0015861077366942525
жи,0.001582548781413712
сн,0.0015694992787183965
ир,0.001565940323437856
ку,0.0015588224128767747
ун,0.001557636094449928
гл,0.001539841318047225
см,0.0015173012679371347
уп,0.001497133854680738
ый,0.00148882962569281
жа,0.0014662895755827197
ыв,0.0014496811176068635
нь,0.001439004251765242
уч,0.0014330726596310074
ьв,0.0014307000227773137
ьи,0.0014283273859236202
бр,0.0013974831068256017
гд,0.0013832472857034394
ао,0.0013761293751423582
вд,0.001336980867056412
оя,0.0013263040012147901
еш,0.0013002049958241591
ым,0.0012990186773973124
яп,0.0012990186773973124
аб,0.0012824102194214562
дь,0.001276478627287222
яд,0.0012646154430187534
ош,0.0012634291245919064
ьп,0.0012586838508845191
ах,0.0012586838508845191
йс,0.0012563112140308254
ыт,0.0012491933034697441
ыс,0.0012337711639207349
кн,0.0012100447953837976
га,0.0012088584769569509
зв,0.0011839457899931669
еж,0.0011839457899931669
дв,0.0011768278794320856
ря,0.0011720826057246981
ял,0.0011602194214562296
ук,0.001155474147748842
яи,0.001155474147748842
рь,0.001148356237187761
ещ,0.001138865689772986
ий,0.0011364930529192924
аш,0.0011329340976387518
аг,0.0011103940475286614
вп,0.001105648773821274
сс,0.001096158226406499
ша,0.0010748044947232556
кт,0.0010724318578695618
мс,0.001071245539442715
уб,0.001070059221015868
ай,0.0010653139473084808
чн,0.0010570097183205528
ьт,0.0010404012603446966
лн,0.0010392149419178498
аю,0.001028538076076228
су,0.0010237928023688406
иц,0.0010214201655151468
ые,0.0010012527522587503
иг,0.0009965074785513628
би,0.0009917622048439753
йн,0.000987016931136588
ых,0.0009846442942828943
ье,0.0009798990205755068
оу,0.0009751537468681193
ры,0.0009739674284412725
мп,0.0009715947915875788
ьо,0.0009668495178801913
мы,0.0009668495178801913
пи,0.0009561726520385695
жн,0.0009549863336117227
па,0.0009514273783311822
ех,0.0009407505124895604
зд,0.000926514691367398
ву,0.0009063472781110014
це,0.0009063472781110014
пу,0.0009063472781110014
хи,0.0008944840938425329
лю,0.0008873661832814516
жд,0.0008707577253055956
ую,0.000867198770025055
нс,0.0008636398147445145
яо,0.0008541492673297396
рн,0.0008494039936223521
мв,0.0008434724014881179
бл,0.0008399134462075773
ьм,0.0008363544909270366
ья,0.0008351681725001898
вр,0.0008316092172196492
йт,0.0008233049882317212
иш,0.0008197460329511806
чу,0.0008173733960974869
ох,0.0008126281223900995
еу,0.0008066965302558651
кв,0.0008007649381216309
як,0.0007936470275605497
вз,0.0007900880722800091
рт,0.0007877154354263154
вш,0.0007841564801457749
кс,0.0007782248880115405
бя,0.0007722932958773062
зу,0.0007722932958773062
лв,0.0007687343405967656
ьч,0.0007675480221699187
вт,0.0007639890668893782
ям,0.0007628027484625314
пл,0.0007497532457672159
тк,0.000748566927340369
шь,0.000748566927340369
йп,0.0007461942904866752
ба,0.0007414490167792878
ын,0.000740262698352441
йд,0.0007307721509376661
вл,0.0007260268772302786
лп,0.000723654240376585
лы,0.0007189089666691975
дл,0.0007177226482423506
кл,0.0007117910561081163
уш,0.000705859463973882
нт,0.0007011141902664946
ою,0.0006987415534128008
ур,0.000697555234985954
тч,0.0006951825981322602
лк,0.0006951825981322602
пя,0.0006904373244248728
гр,0.0006821330954369448
уи,0.0006797604585832511
ги,0.0006773878217295573
зо,0.0006619656821805482
лч,0.0006572204084731607
чк,0.0006512888163389264
тп,0.0006501024979120796
ьд,0.0006489161794852327
вк,0.0006477298610583858
нв,0.0006346803583630704
щи,0.0006346803583630704
яч,0.0006323077215093767
ау,0.0006299350846556829
шл,0.0006299350846556829
иу,0.0006299350846556829
ца,0.0006228171740946018
кб,0.0006216308556677549
йи,0.0006168855819603674
яз,0.0006026497608382052
ют,0.0005979044871308177
тя,0.0005801097107281148
юс,0.000577737073874421
гу,0.0005765507554475742
йв,0.0005741781185938805
нп,0.0005729918001670337
мя,0.0005670602080327993
йч,0.0005635012527522588
ыш,0.0005516380684837902
ух,0.0005504517500569433
шк,0.0005433338394958622
сч,0.0005409612026421684
ке,0.0005397748842153215
ып,0.0005397748842153215
нк,0.0005397748842153215
йк,0.0005385885657884747
яр,0.0005314706552273935
ха,0.0005302843368005467
мт,0.0005279116999468529
ея,0.0005279116999468529
ьз,0.0005255390630931592
дя,0.0005243527446663124
нд,0.0005231664262394655
юд,0.0005196074709589249
ьб,0.000518421152532078
зя,0.0005160485156783843
ды,0.0005124895603978438
хв,0.0005113032419709969
рв,0.0005041853314099158
шн,0.0004816452812998254
вв,0.0004804589628729785
тт,0.00047690000759243795
ыи,0.00047334105231189733
мд,0.00047334105231189733
мк,0.0004721547338850505
сд,0.00047096841545820364
уо,0.00047096841545820364
уз,0.0004662231417508162
зи,0.0004626641864702756
еэ,0.0004626641864702756
иж,0.0004626641864702756
ыд,0.00046147786804342876
лт,0.0004602915496165819
тд,0.00045554627590919445
яе,0.0004519873206286539
яб,0.000450801002201807
хе,0.000450801002201807
юб,0.00044724204692126644
зг,0.00044605572849441957
оэ,0.00044131045478703213
лр,0.00044131045478703213
хн,0.0004389378179333384
ща,0.0004365651810796447
гн,0.0004353788626527978
тб,0.00042470199681117607
ец,0.0004235156783843292
дс,0.00041995672310378863
вч,0.00040216194670108574
хп,0.00040097562827423887
мч,0.000399789309847392
ык,0.000399789309847392
лж,0.0003986029914205451
рд,0.0003986029914205451
ыб,0.00039623035456685143
кп,0.0003938577177131577
йм,0.00038673980715207655
ью,0.0003843671702983828
ьш,0.0003772492597373017
нч,0.0003748766228836079
йо,0.0003748766228836079
ию,0.0003665723938956799
ыр,0.0003618271201882925
фи,0.00035708184648090504
дт,0.00035708184648090504
уе,0.00035589552805405817
юп,0.00035589552805405817
йр,0.0003535228912003644
рм,0.00034996393591982386
рф,0.000348777617492977
йл,0.0003475912990661301
ыч,0.0003475912990661301
аэ,0.0003464049806392833
дк,0.0003464049806392833
яу,0.00034403234378558954
мр,0.00034284602535874267
ях,0.00034165970693189585
хс,0.0003369144332245084
иа,0.00033454179637081466
лд,0.00033454179637081466
ущ,0.00033454179637081466
яа,0.0003333554779439678
бн,0.0003297965226634272
жу,0.0003274238858097335
ьг,0.00032267861210234604
юн,0.0003214922936754992
дц,0.00032030597524865235
тл,0.00032030597524865235
вэ,0.00032030597524865235
ьр,0.0003179333383949586
рп,0.0003167470199681118
аа,0.00031437438311441803
ьу,0.00031318806468757116
ьх,0.00031318806468757116
ыо,0.00031200174626072434
зм,0.0003096291094070306
зы,0.0003096291094070306
зр,0.0003096291094070306
юв,0.0003084427909801837
ащ,0.0003025111988459494
сю,0.0003025111988459494
зл,0.0003025111988459494
нр,0.0003013248804191026
лг,0.0003013248804191026
яж,0.00029895224356540884
ьа,0.00029895224356540884
мб,0.0002953932882848683
юи,0.0002953932882848683
юч,0.00029302065143117453
чь,0.00029064801457748084
лб,0.0002859027408700934
рж,0.0002847164224432465
еа,0.0002847164224432465
ею,0.00028234378558955283
мг,0.00028115746716270596
яг,0.00028115746716270596
ощ,0.0002799711487358591
рк,0.00027522587502847165
йш,0.00027522587502847165
мм,0.00027522587502847165
нб,0.00027522587502847165
оф,0.0002716669197479311
вг,0.0002716669197479311
тм,0.00026929428289423733
ху,0.00026929428289423733
ср,0.00026692164604054364
фа,0.00026692164604054364
кд,0.00026692164604054364
цо,0.00026692164604054364
уй,0.00026573532761369677
рш,0.00026573532761369677
вя,0.0002645490091868499
сж,0.0002645490091868499
сх,0.0002621763723331562
сб,0.0002621763723331562
кк,0.0002621763723331562
юк,0.0002621763723331562
пы,0.00026099005390630933
яя,0.00026099005390630933
бс,0.00025980373547946245
оа,0.0002574310986257687
вм,0.000255058461772075
ню,0.00025149950649153445
зк,0.00024556791435730014
иэ,0.00024438159593045326
хл,0.00024200895907675954
йг,0.0002408226406499127
рю,0.0002408226406499127
йб,0.00023963632222306582
шу,0.00023845000379621898
мз,0.00023845000379621898
зе,0.00023845000379621898
сы,0.00023845000379621898
ге,0.0002372636853693721
ьэ,0.0002372636853693721
уа,0.0002372636853693721
уя,0.00023489104851567838
цу,0.00023014577480829094
ыз,0.0002254005011009035
кч,0.0002254005011009035
мл,0.00022065522739351607
хд,0.00021709627211297547
шо,0.00021590995368612863
вб,0.00021590995368612863
жк,0.00021472363525928175
ьл,0.00021472363525928175
юо,0.0002135373168324349
ыг,0.0002111646799787412
км,0.00020879204312504744
рс,0.00020641940627135372
лз,0.00020404676941766
ъя,0.00020286045099081315
ющ,0.00020286045099081315
хт,0.00020048781413711944
рг,0.00019930149571027256
бщ,0.00019692885885657884
юм,0.000195742540429732
яэ,0.00018981094829549768
цы,0.00018981094829549768
хм,0.0001862519930149571
вь,0.00018506567458811024
хр,0.00018387935616126337
пь,0.00018387935616126337
нц,0.00018269303773441652
дп,0.0001803204008807228
зп,0.0001803204008807228
щу,0.00017913408245387593
гп,0.00017794776402702908
юр,0.00017794776402702908
бк,0.00017557512717333536
ци,0.0001743888087464885
рб,0.0001684572166122542
чш,0.0001684572166122542
лм,0.00016727089818540733
тз,0.00016727089818540733
зб,0.0001648982613317136
йу,0.0001625256244780199
хк,0.0001625256244780199
уу,0.00016133930605117302
мж,0.00016133930605117302
ищ,0.0001589666691974793
бъ,0.00015778035077063245
йз,0.00015778035077063245
лл,0.00015659403234378558
нз,0.00015422139549009186
ыу,0.00015303507706324501
оц,0.0001506624402095513
зс,0.00014828980335585757
гв,0.00014473084807531698
ящ,0.00014473084807531698
кж,0.00014354452964847014
тэ,0.00014235821122162326
гс,0.00014235821122162326
хб,0.00013405398223369523
нм,0.00013286766380684838
чр,0.0001316813453800015
тж,0.0001316813453800015
мэ,0.00013049502695315466
чо,0.0001293087085263078
фу,0.00012812239009946094
фь,0.00012693607167261407
зь,0.00012456343481892035
фо,0.00012456343481892035
зт,0.0001233771163920735
кя,0.00011981816111153291
пн,0.00011507288740414547
гк,0.00011388656897729861
яю,0.00011388656897729861
вх,0.00011388656897729861
уэ,0.00011270025055045175
яц,0.00011151393212360489
лэ,0.00011151393212360489
ьц,0.00011032761369675803
рч,0.00011032761369675803
ьж,0.00010914129526991117
кз,0.00010914129526991117
тг,0.00010914129526991117
нг,0.00010914129526991117
яй,0.00010795497684306431
дм,0.00010795497684306431
йж,0.00010795497684306431
кэ,0.00010676865841621745
жо,0.00010676865841621745
сш,0.0001055823399893706
нщ,0.00010439602156252372
ыэ,0.00010439602156252372
бэ,0.00010202338470883
аф,0.00010083706628198314
дд,9.965074785513628e-05
йе,9.846442942828942e-05
сг,9.846442942828942e-05
тю,9.727811100144256e-05
сз,9.727811100144256e-05
йа,9.727811100144256e-05
хч,9.60917925745957e-05
мь,9.490547414774884e-05
дч,9.490547414774884e-05
юз,9.371915572090198e-05
кг,9.253283729405512e-05
пк,9.253283729405512e-05
фр,9.253283729405512e-05
юш,9.134651886720826e-05
йэ,9.01602004403614e-05
тц,8.778756358666768e-05
юа,8.660124515982082e-05
пт,8.541492673297396e-05
дш,8.541492673297396e-05
бв,8.42286083061271e-05
кх,8.42286083061271e-05
юу,8.304228987928024e-05
рл,8.185597145243337e-05
юж,8.185597145243337e-05
ац,8.185597145243337e-05
хз,8.066965302558651e-05
мх,8.066965302558651e-05
рх,7.948333459873965e-05
йя,7.711069774504593e-05
ыж,7.711069774504593e-05
гм,7.592437931819907e-05
рз,7.592437931819907e-05
сэ,7.236542403765849e-05
сё,7.117910561081163e-05
цв,6.999278718396477e-05
иф,6.880646875711791e-05
сц,6.880646875711791e-05
чв,6.762015033027105e-05
жс,6.643383190342419e-05
зж,6.643383190342419e-05
дб,6.643383190342419e-05
йх,6.643383190342419e-05
хг,6.524751347657733e-05
зч,6.524751347657733e-05
жб,6.524751347657733e-05
чп,6.524751347657733e-05
гз,6.406119504973047e-05
бь,6.406119504973047e-05
юг,6.287487662288361e-05
юя,6.287487662288361e-05
гч,6.287487662288361e-05
нл,6.287487662288361e-05
юл,6.287487662288361e-05
зз,6.168855819603675e-05
цп,6.168855819603675e-05
хэ,6.168855819603675e-05
еф,6.0502239769189886e-05
дз,6.0502239769189886e-05
жь,5.9315921342343026e-05
жв,5.9315921342343026e-05
тх,5.9315921342343026e-05
жп,5.9315921342343026e-05
йц,5.9315921342343026e-05
ыа,5.9315921342343026e-05
щн,5.8129602915496166e-05
нэ,5.8129602915496166e-05
юе,5.8129602915496166e-05
бх,5.6943284488649306e-05
ыя,5.6943284488649306e-05
фе,5.6943284488649306e-05
дх,5.6943284488649306e-05
нх,5.5756966061802446e-05
яш,5.5756966061802446e-05
жт,5.4570647634955587e-05
бм,5.4570647634955587e-05
юэ,5.338432920810873e-05
шт,5.219801078126186e-05
эх,5.219801078126186e-05
эк,5.1011692354415e-05
мф,4.982537392756814e-05
бч,4.863905550072128e-05
мш,4.863905550072128e-05
вж,4.863905550072128e-05
гт,4.745273707387442e-05
щь,4.626641864702756e-05
зъ,4.626641864702756e-05
жэ,4.626641864702756e-05
ьф,4.626641864702756e-05
нф,4.626641864702756e-05
юю,4.50801002201807e-05
рр,4.50801002201807e-05
пп,4.50801002201807e-05
хш,4.152114493964012e-05
хж,4.152114493964012e-05
цк,4.0334826512793255e-05
хя,4.0334826512793255e-05
пс,3.9148508085946395e-05
чс,3.9148508085946395e-05
уф,3.9148508085946395e-05
ъе,3.7962189659099535e-05
ьщ,3.7962189659099535e-05
цн,3.6775871232252675e-05
лх,3.6775871232252675e-05
жл,3.3216915951712096e-05
цт,3.3216915951712096e-05
вц,3.3216915951712096e-05
яф,3.2030597524865236e-05
юх,3.2030597524865236e-05
тщ,3.2030597524865236e-05
цс,3.0844279098018376e-05
нш,3.0844279098018376e-05
жя,2.9657960671171513e-05
кш,2.9657960671171513e-05
йф,2.9657960671171513e-05
тш,2.9657960671171513e-05
дж,2.8471642244324653e-05
эн,2.8471642244324653e-05
гб,2.8471642244324653e-05
чд,2.7285323817477793e-05
бт,2.7285323817477793e-05
жч,2.609900539063093e-05
фы,2.609900539063093e-05
зэ,2.609900539063093e-05
бд,2.609900539063093e-05
нж,2.609900539063093e-05
пч,2.609900539063093e-05
лш,2.609900539063093e-05
чл,2.491268696378407e-05
тф,2.491268696378407e-05
лф,2.372636853693721e-05
дг,2.254005011009035e-05
жм,2.254005011009035e-05
чб,2.135373168324349e-05
гг,2.135373168324349e-05
рц,2.0167413256396627e-05
дэ,1.8981094829549768e-05
мц,1.8981094829549768e-05
юф,1.8981094829549768e-05
жр,1.8981094829549768e-05
цч,1.7794776402702908e-05
жз,1.6608457975856048e-05
съ,1.6608457975856048e-05
фт,1.6608457975856048e-05
рщ,1.5422139549009188e-05
зш,1.5422139549009188e-05
тъ,1.5422139549009188e-05
ээ,1.5422139549009188e-05
эй,1.5422139549009188e-05
шм,1.5422139549009188e-05
жж,1.5422139549009188e-05
чм,1.4235821122162327e-05
юц,1.4235821122162327e-05
бз,1.4235821122162327e-05
шв,1.4235821122162327e-05
цр,1.3049502695315465e-05
бш,1.3049502695315465e-05
цд,1.3049502695315465e-05
бп,1.3049502695315465e-05
цм,1.3049502695315465e-05
уц,1.3049502695315465e-05
фф,1.3049502695315465e-05
дю,1.3049502695315465e-05
чч,1.3049502695315465e-05
чя,1.1863184268468605e-05
сф,1.1863184268468605e-05
гя,1.1863184268468605e-05
эф,1.0676865841621745e-05
вф,1.0676865841621745e-05
ыщ,1.0676865841621745e-05
хх,1.0676865841621745e-05
пц,1.0676865841621745e-05
кц,1.0676865841621745e-05
фл,1.0676865841621745e-05
жг,1.0676865841621745e-05
кф,9.490547414774884e-06
зц,9.490547414774884e-06
ёт,9.490547414774884e-06
гэ,9.490547414774884e-06
ёс,9.490547414774884e-06
эд,9.490547414774884e-06
гж,9.490547414774884e-06
ёп,9.490547414774884e-06
эс,9.490547414774884e-06
бю,9.490547414774884e-06
рэ,9.490547414774884e-06
цз,9.490547414774884e-06
чз,9.490547414774884e-06
хц,9.490547414774884e-06
чх,8.304228987928024e-06
эп,8.304228987928024e-06
чг,8.304228987928024e-06
зх,8.304228987928024e-06
пш,8.304228987928024e-06
ця,8.304228987928024e-06
йю,8.304228987928024e-06
мю,8.304228987928024e-06
шп,7.117910561081163e-06
эг,7.117910561081163e-06
ёд,7.117910561081163e-06
эв,7.117910561081163e-06
фп,7.117910561081163e-06
цэ,7.117910561081163e-06
цб,7.117910561081163e-06
хф,7.117910561081163e-06
цг,5.931592134234303e-06
чэ,5.931592134234303e-06
шс,5.931592134234303e-06
гх,5.931592134234303e-06
эл,5.931592134234303e-06
ыц,5.931592134234303e-06
ёв,5.931592134234303e-06
ёз,5.931592134234303e-06
въ,4.745273707387442e-06
шд,4.745273707387442e-06
бж,4.745273707387442e-06
цл,4.745273707387442e-06
ёр,4.745273707387442e-06
ёк,4.745273707387442e-06
бб,4.745273707387442e-06
вю,4.745273707387442e-06
шб,4.745273707387442e-06
вщ,4.745273707387442e-06
ён,4.745273707387442e-06
щр,4.745273707387442e-06
шр,4.745273707387442e-06
лц,4.745273707387442e-06
ыф,4.745273707387442e-06
пб,4.745273707387442e-06
фм,4.745273707387442e-06
фк,3.5589552805405816e-06
ёо,3.5589552805405816e-06
сщ,3.5589552805405816e-06
зщ,3.5589552805405816e-06
гф,3.5589552805405816e-06
йщ,3.5589552805405816e-06
эм,3.5589552805405816e-06
пз,3.5589552805405816e-06
лщ,3.5589552805405816e-06
мщ,3.5589552805405816e-06
вй,3.5589552805405816e-06
зф,3.5589552805405816e-06
цф,3.5589552805405816e-06
кщ,3.5589552805405816e-06
ёе,3.5589552805405816e-06
дё,2.372636853693721e-06
шф,2.372636853693721e-06
шг,2.372636853693721e-06
шя,2.372636853693721e-06
фч,2.372636853693721e-06
цж,2.372636853693721e-06
шз,2.372636853693721e-06
пх,2.372636853693721e-06
дф,2.372636853693721e-06
пв,2.372636853693721e-06
пд,2.372636853693721e-06
дщ,2.372636853693721e-06
эч,2.372636853693721e-06
ёх,2.372636853693721e-06
нё,2.372636853693721e-06
фс,2.372636853693721e-06
хщ,2.372636853693721e-06
зю,2.372636853693721e-06
фв,1.1863184268468605e-06
аё,1.1863184268468605e-06
ёч,1.1863184268468605e-06
пг,1.1863184268468605e-06
ыю,1.1863184268468605e-06
нй,1.1863184268468605e-06
шц,1.1863184268468605e-06
ёл,1.1863184268468605e-06
мй,1.1863184268468605e-06
цш,1.1863184268468605e-06
пм,1.1863184268468605e-06
шж,1.1863184268468605e-06
кю,1.1863184268468605e-06
бц,1.1863184268468605e-06
жц,1.1863184268468605e-06
эр,1.1863184268468605e-06
фш,1.1863184268468605e-06
ём,1.1863184268468605e-06
жх,1.1863184268468605e-06
цх,1.1863184268468605e-06
кй,1.1863184268468605e-06
чж,1.1863184268468605e-06
ёг,1.1863184268468605e-06
рй,1.1863184268468605e-06
юй,1.1863184268468605e-06
фб,1.1863184268468605e-06
шч,1.1863184268468605e-06
цю,1.1863184268468605e-06
шш,1.1863184268468605e-06
ъа,1.1863184268468605e-06
оъ,1.1863184268468605e-06
гю,1.1863184268468605e-06
гш,1.1863184268468605e-06
ёб,1.1863184268468605e-06
фз,1.1863184268468605e-06
